time_sec,traffic_flow_count,net_load_kw,charging_load_kw,discharging_load_kw,v_sourcebus,v_650,v_632,v_633,v_634,v_645,v_646,v_671,v_684,v_652,v_611,v_680,v_675,time_hour
6000,9,45.0,70.0,25.0,0.9998867761843744,0.9998976658714556,0.9999222764077924,0.9763049498269837,0.9786066974948174,0.984366784277015,1.051427181756466,1.0492630428747618,1.0443311821316892,1.0485416846989368,1.047568823247161,1.0421023056666712,1.0485416838535049,1.6666666666666667
6600,12,-25.0,0.0,25.0,0.9998907596958123,0.9999015429436737,0.999926221825369,0.9771597660604031,0.9794377386830062,0.9852182666353743,1.052657596124987,1.0504559366668338,1.0455329220450758,1.0497713788035254,1.0487653811823257,1.0433062343964534,1.049771377958201,1.8333333333333333
7200,9,70.0,70.0,0.0,0.9998853539855777,0.9998962875570206,0.9999208752026174,0.975999714362397,0.9783113845356932,0.9840643308442393,1.0509880166167875,1.0488393277850232,1.0439045135432825,1.048101350879214,1.0471444333561413,1.0416747654855736,1.0481013500334415,2.0
7800,11,70.0,70.0,0.0,0.999885353984956,0.9998962875566647,0.9999208752022529,0.9759997142284107,0.9783113844616205,0.9840643307643782,1.0509880164239662,1.0488393276799886,1.0439045134291125,1.0481013506803396,1.0471444332508713,1.041674765368556,1.048101349834567,2.1666666666666665
8400,9,70.0,70.0,0.0,0.999885347641522,0.9998962837167015,0.9999208709270724,0.9759983476189807,0.9783105827478911,0.9840633963665755,1.0509860529387782,1.0488381844953991,1.0439031809644206,1.0480993295433854,1.0471432830020804,1.0416733991013518,1.048099328697597,2.3333333333333335
9000,9,70.0,70.0,0.0,0.9998853471499968,0.9998962834323615,0.9999208706256014,0.9759982416482708,0.9783105235442019,0.9840633303450518,1.0509859005383306,1.0488381004106588,1.0439030866282868,1.048099172453537,1.0471431986596598,1.0416733023730764,1.0480991716077475,2.5
9600,8,45.0,70.0,25.0,0.9998867828007328,0.9998976698833258,0.9999222808688054,0.9763063745228542,0.9786075348386006,0.9843677585089915,1.051429230068966,1.0492642378795949,1.0443325728823971,1.04854379291153,1.047570025639079,1.0421037316180106,1.0485437920661143,2.6666666666666665
10200,11,70.0,70.0,0.0,0.9998853469034659,0.9998962832897615,0.9999208704744984,0.9759981884968566,0.9783104938534297,0.984063297253257,1.050985824098479,1.048838058242945,1.0439030393442117,1.048099093660821,1.047143156363198,1.041673253890327,1.0480990928150309,2.8333333333333335
10800,9,20.0,70.0,50.0,0.999888213279689,0.999899053867447,0.9999236882758544,0.9766133945579145,0.9789040491886768,0.9846715658306613,1.0518710622594705,1.0496897695194736,1.0447612646071738,1.0489868542426906,1.0479962399798504,1.042533330735962,1.0489868533976319,3.0
11400,10,0.0,0.0,0.0,0.9998893407933852,0.9999001537812736,0.999924806544836,0.9768553546020029,0.9791398230368831,0.9849129046309973,1.052219338776609,1.0500282133010277,1.0451018427185605,1.0493352093961592,1.0483355446017684,1.0428744987400818,1.0493352085511853,3.1666666666666665
12000,6,0.0,0.0,0.0,0.999889346918467,0.9999001578050866,0.9999248110868113,0.9768566694142469,0.9791406696374061,0.9849138908304192,1.0522212309954924,1.0500294242739534,1.0451032528967388,1.0493370813654144,1.048336798321564,1.0428759369406255,1.0493370805204394,3.3333333333333335
12600,8,-50.0,0.0,50.0,0.9998920373335922,0.9999027724488987,0.9999273348243539,0.9774314953963834,0.9797081699841903,0.9854374463523701,1.0530493430040777,1.0508439636764075,1.0397514179059144,1.0501689235153957,1.0491538071554412,1.037506675776937,1.050168922669751,3.5
13200,9,0.0,0.0,0.0,0.9998892167813739,0.9998999979949319,0.9999245372353632,0.9768263157668488,0.9791130772400088,0.9848338663518459,1.0521777222003146,1.0499897582402271,1.0389043106191842,1.0493014327844592,1.0482954469939332,1.0366583247872505,1.049301431939513,3.6666666666666665
13800,8,70.0,70.0,0.0,0.9998852321670746,0.9998961244975423,0.9999206376041893,0.9759710625693072,0.9782830482381786,0.9839921534754189,1.0509466044005245,1.0487989883059154,1.0377236416781246,1.048067527038908,1.0471025061403985,1.0354752252604573,1.0480675261931067,3.8333333333333335
14400,6,0.0,0.0,0.0,0.9998892167813739,0.9998999979949319,0.9999245372353632,0.9768263157668504,0.9791130772400096,0.9848338663518468,1.0521777222003168,1.049989758240228,1.0389043106191855,1.0493014327844619,1.048295446993934,1.0366583247872518,1.0493014319395157,4.0
15000,13,70.0,70.0,0.0,0.99988523216104,0.9998961244942538,0.9999206376005241,0.9759710612615794,0.9782830475530433,0.983992152663278,1.0509466025297904,1.0487989873397299,1.0377236405348444,1.048067525107382,1.0471025051731246,1.0354752240858165,1.048067524261581,4.166666666666667
15600,11,0.0,0.0,0.0,0.9998892169544595,0.9998999981006251,0.9999245373564396,0.9768263531449816,0.9791130995247194,0.9848338929486997,1.0521777757049549,1.0499897897944421,1.0389043481384663,1.0493014857291796,1.0482954797019655,1.0366583630996082,1.0493014848842335,4.333333333333333
16200,8,0.0,0.0,0.0,0.9998892169544595,0.9998999981006251,0.9999245373564396,0.9768263531449816,0.9791130995247194,0.9848338929486997,1.0521777757049549,1.0499897897944421,1.0389043481384663,1.0493014857291796,1.0482954797019655,1.0366583630996082,1.0493014848842335,4.5
16800,8,0.0,0.0,0.0,0.9998892169544595,0.9998999981006251,0.9999245373564396,0.9768263531449816,0.9791130995247194,0.9848338929486997,1.0521777757049549,1.0499897897944421,1.0389043481384663,1.0493014857291796,1.0482954797019655,1.0366583630996082,1.0493014848842335,4.666666666666667
17400,9,0.0,0.0,0.0,0.9998892169544595,0.9998999981006251,0.9999245373564396,0.9768263531449816,0.9791130995247194,0.9848338929486997,1.0521777757049549,1.0499897897944421,1.0389043481384663,1.0493014857291796,1.0482954797019655,1.0366583630996082,1.0493014848842335,4.833333333333333
18000,8,0.0,0.0,0.0,0.9998892117753205,0.9998999947829667,0.9999245335164574,0.9768252350774048,0.9791123983464024,0.984833050807465,1.05217617596234,1.0499887944771829,1.0389031617701645,1.049299903557318,1.0482944472103117,1.0366571515793122,1.0492999027123726,5.0
18600,12,0.0,0.0,0.0,0.9998892169544595,0.9998999981006251,0.9999245373564396,0.9768263531449816,0.9791130995247194,0.9848338929486997,1.0521777757049549,1.0499897897944421,1.0389043481384663,1.0493014857291796,1.0482954797019655,1.0366583630996082,1.0493014848842335,5.166666666666667
19200,9,-25.0,0.0,25.0,0.9998906211855465,0.9999013811296599,0.9999259313691558,0.9771276384884284,0.9794097513214007,0.98513463590385,1.0526116662779248,1.0504155684679841,1.0393263786709688,1.0497333304487142,1.0487232970179339,1.037080989641444,1.04973332960342,5.333333333333333
19800,10,70.0,70.0,0.0,0.9998852265974443,0.9998961212369426,0.999920633877866,0.9759698564209364,0.9782823653620135,0.9839913306633831,1.0509448803253658,1.0487980217276691,1.0377224853708666,1.0480657494216392,1.0471015340910834,1.0354740376603162,1.0480657485758234,5.5
20400,11,70.0,70.0,0.0,0.99988523216104,0.9998961244942538,0.9999206376005241,0.9759710612615794,0.9782830475530433,0.983992152663278,1.0509466025297904,1.0487989873397299,1.0377236405348444,1.048067525107382,1.0471025051731246,1.0354752240858165,1.048067524261581,5.666666666666667
21000,10,0.0,0.0,0.0,0.9998892167813739,0.9998999979949319,0.9999245372353632,0.9768263157668504,0.9791130772400096,0.9848338663518468,1.0521777222003168,1.049989758240228,1.0389043106191855,1.0493014327844619,1.048295446993934,1.0366583247872518,1.0493014319395157,5.833333333333333
21600,36,-100.0,0.0,100.0,0.9998946892863251,0.9999054517168404,0.9999299954180182,0.9780046567037316,0.9802711629524768,0.9860079989563584,1.0538763652050387,1.045589276907012,1.0405530893346304,1.0509905904297674,1.043884787061932,1.0383168949435715,1.0509905895834595,6.0
22200,53,65.0,140.0,75.0,0.9998855170094657,0.9998964009965057,0.9999209159640727,0.9760322023714241,0.9783422905114729,0.9840522381692044,1.051034586846306,1.0488839515698554,1.037807898003955,1.048155754574376,1.0471876069288424,1.0355596608530604,1.0481557537286461,6.166666666666667
22800,56,65.0,140.0,75.0,0.999885627278702,0.9998965565249115,0.9999211479154387,0.9760583545634572,0.9783690458580304,0.9841231690372452,1.0510723911070934,1.0489220711148186,1.0439874921343413,1.0481858564115174,1.0472273001455672,1.0417578584564768,1.0481858555657853,6.333333333333333
23400,50,40.0,140.0,100.0,0.9998870505901454,0.9998979357289712,0.999922550009741,0.976363825725003,0.9786645464659258,0.9844258106378737,1.0515119207032233,1.0493460789423856,1.0444144536616635,1.0486265595709492,1.047651984180036,1.0421856944922954,1.0486265587255592,6.5
24000,45,-50.0,0.0,50.0,0.999892174634004,0.9999029300516271,0.999927634655707,0.9774633283727802,0.9797352380316848,0.98552309872203,1.0530947341240626,1.0508831676188335,1.0459633355889772,1.050206444950393,1.0491946878096603,1.0437372786405743,1.050206444104718,6.666666666666667
24600,51,65.0,140.0,75.0,0.9998855224921908,0.99989640421655,0.9999209196699609,0.9760333893974723,0.9783429651785805,0.9840530561313572,1.0510362835464346,1.048884906905453,1.0378090476934196,1.0481575035873933,1.047188567897088,1.0355608417418258,1.048157502741677,6.833333333333333
25200,83,-100.0,0.0,100.0,0.9998946988803553,0.9999054578229414,0.9999300025957284,0.978006730966045,0.9802724571099336,0.9860095785755751,1.0538793292649746,1.0455910992229303,1.0405553098159013,1.050993521173426,1.0438866798152289,1.0383191636597566,1.050993520327117,7.0
25800,86,200.0,350.0,150.0,0.999877955707227,0.9998891288978748,0.9999135970421682,0.9744119019151894,0.976777829647928,0.9824933370160767,1.0487051008621093,1.0466405708816855,1.041689766406638,1.045812102557929,1.0449421412353121,1.0394553409309992,1.0458121017103164,7.166666666666667
26400,89,140.0,140.0,0.0,0.9998815754538054,0.9998924979640306,0.9999173929523801,0.9752019935818689,0.9775072308692121,0.9833322940612066,1.0558526175977896,1.053727979048068,1.0489455301464676,1.0529497957591019,1.0520360058466818,1.046731106971624,1.0529497949112172,7.333333333333333
27000,87,230.0,280.0,50.0,0.999876390596645,0.9998873965750248,0.9999121578506608,0.974087688074282,0.9764204262458996,0.9821812828876855,1.0542408942123183,1.0521623720512017,1.041250293070689,1.0513539121291033,1.0504706743634895,1.0390114665559629,1.0513539112825043,7.5
27600,71,345.0,420.0,75.0,0.9998700092739475,0.9998812604321595,0.9999058545489621,0.9727219389442526,0.9750989607139602,0.9808420636347757,1.0522695684916197,1.0502579779222023,1.0454173409650689,1.0493848882577919,1.04856601263887,1.0431909730200062,1.0493848874127791,7.666666666666667
28200,74,20.0,70.0,50.0,0.9998880837326091,0.9998988925897391,0.9999234244051274,0.9765831403359566,0.9788761504415395,0.9845936982713273,1.0518275885513755,1.0496497722117808,1.0385673545019958,1.0489509648979563,1.0479546662280514,1.0363207326888921,1.0489509640528671,7.833333333333333
28800,56,45.0,70.0,25.0,0.9998866543539594,0.9998977109399233,0.9999224295736745,0.9762934408245835,0.9786212595898424,0.9843923698131536,1.0574333781552634,1.0492859875347142,1.0443673016009536,1.0545303463769709,1.047599010191256,1.0421372914438352,1.0545303455278134,8.0
29400,62,255.0,280.0,25.0,0.9998750547303192,0.9998861823041318,0.9999108928876118,0.9738038917961385,0.9761538602057475,0.9819292006192873,1.0538319278204227,1.0517771491491275,1.0469567948714689,1.0509395289047767,1.050087352311506,1.0447346454989546,1.05093952805851,8.166666666666666
30000,69,85.0,210.0,125.0,0.9998843788170838,0.999895295974261,0.9999198034765888,0.9757878922448305,0.978105527115407,0.9838121006436175,1.0506830463582324,1.0485444216699653,1.0374711870288407,1.0478032386423803,1.046847528568135,1.0352222357676952,1.0478032377963666,8.333333333333334
30600,75,45.0,70.0,25.0,0.9998867643506676,0.999897658869957,0.9999222684818154,0.9763023919813328,0.978605232390595,0.984365040587377,1.0514235181889726,1.0492609637109906,1.0443287086358566,1.048537909431966,1.0475667320441409,1.0420997670661738,1.0485379085865036,8.5
31200,73,160.0,210.0,50.0,0.9998802112936087,0.999891317334116,0.9999158207252838,0.9748959637866259,0.9772466701719087,0.9829732671450385,1.0494008139978277,1.0473125310801967,1.0423660722852945,1.046509611777979,1.045615171733694,1.040132996431781,1.0465096109308911,8.666666666666666
31800,63,-5.0,70.0,75.0,0.9998894985248612,0.9999002751299422,0.9999248166700689,0.976886766233509,0.9791725181540207,0.9848941534285591,1.0522647690349793,1.0500750629088431,1.0389889047500003,1.04938806712682,1.0483811667033436,1.0367430431660025,1.0493880662818043,8.833333333333334
32400,46,-50.0,0.0,50.0,0.9998920269271607,0.9999027657175993,0.9999273270188351,0.9774292513161723,0.979706747544875,0.9854357374452859,1.0530461283160537,1.050841940524771,1.0397490062206205,1.0501657443976666,1.0491517088064581,1.0375042131570775,1.0501657435520235,9.0
33000,47,115.0,140.0,25.0,0.9998826713347003,0.9998936389060362,0.9999181353522862,0.9754213981843025,0.9777505043676804,0.9834520405362874,1.0501557974810836,1.0480354082926076,1.0369664144164643,1.0472745128931833,1.0463376894484528,1.0347163846677463,1.047274512046741,9.166666666666666
33600,40,70.0,70.0,0.0,0.9998852210249798,0.9998961179759766,0.9999206301535954,0.9759686496311547,0.9782816824457296,0.9839905082806851,1.0509431553195205,1.0487970551171646,1.0377213296653272,1.048063970812852,1.0471005620355713,1.0354728506860345,1.0480639699670218,9.333333333333334
34200,37,140.0,140.0,0.0,0.9998812509870958,0.9998922603829569,0.9999167476420355,0.9751165336578355,0.9774551633526521,0.983152506046237,1.0497173256012158,1.0476120737882781,1.0365466041619862,1.0468348157784602,1.0459136686268553,1.0342956790260016,1.0468348149316626,9.5
34800,41,70.0,70.0,0.0,0.9998853415847471,0.9998962801563511,0.9999208668867201,0.9759970377268504,0.9783098376655133,0.9840625065410514,1.0509841781075933,1.048837128261273,1.0439019200305582,1.0480973971204646,1.0471422208372978,1.0416721047616153,1.0480973962746607,9.666666666666666
35400,31,280.0,280.0,0.0,0.9998734171104773,0.9998847412948622,0.9999091361263597,0.973437825205907,0.9758380180255168,0.9815304421019589,1.0473059346731244,1.0452944136913223,1.0403335624550492,1.0444089649172619,1.0435938074589448,1.0380962180701256,1.044408964068497,9.833333333333334
36000,47,185.0,210.0,25.0,0.9998789345145822,0.999889868255545,0.9999146766522341,0.9746331770102936,0.9769501255105881,0.9827249785657478,1.0550294376693732,1.0529255883394724,1.04201633577833,1.0521383876118449,1.051233042113056,1.0397805192833127,1.0521383867646148,10.0
36600,34,90.0,140.0,50.0,0.9998840987989256,0.9998950223069716,0.9999195284732058,0.9757278029401197,0.9780468830907162,0.9837527640592109,1.0505965726790756,1.048460314860465,1.0373879868769231,1.0477165662688355,1.046763288417672,1.0351388841544014,1.0477165654227631,10.166666666666666
37200,34,45.0,70.0,25.0,0.9998867757852411,0.9998976656482562,0.9999222761615646,0.9763048634597631,0.9786066509442544,0.984366729917808,1.0514270580268463,1.0492629770767024,1.0443311049684538,1.0485415570242824,1.0475687572978707,1.0421022264454034,1.0485415561788494,10.333333333333334
37800,37,-25.0,0.0,25.0,0.9998906107114405,0.99990137439878,0.9999259235972853,0.9771253784043511,0.9794083291117194,0.985132932732915,1.052608430374019,1.0504135479925982,1.0393239771369467,1.049730130039582,1.0487212013592853,1.0370785374214717,1.0497301291942893,10.5
38400,40,255.0,280.0,25.0,0.9998748310691152,0.9998861091111666,0.9999105264219467,0.9737412814077464,0.9761309980552868,0.981830524742741,1.0477417245451572,1.045713973693155,1.0407561222569492,1.044845970329136,1.0440140434150216,1.0385196732706006,1.044845969480724,10.666666666666666
39000,31,115.0,140.0,25.0,0.9998827733423704,0.9998937957673886,0.9999183407135667,0.9754458348766462,0.9777776053511826,0.9835172166848754,1.0501913745574578,1.0480737396922353,1.043132892633761,1.047302379503879,1.0463776048705562,1.040901444733332,1.047302378657432,10.833333333333334
39600,48,280.0,280.0,0.0,0.9998735755424085,0.9998846597225299,0.9999093697258512,0.9734840646711332,0.9758339091542676,0.9815794752512168,1.0533686741336803,1.0513176441885212,1.0404027302832832,1.0504861810338448,1.0496268883127848,1.038160604680141,1.0504861801879448,11.0
40200,42,90.0,140.0,50.0,0.9998841940820639,0.9998951721948777,0.9999197398374274,0.9757507452813651,0.9780724894869002,0.9838192054334104,1.0506299044902423,1.048496671175309,1.0435587512473885,1.0477420867800133,1.046801212914768,1.041328179487294,1.0477420859339093,11.166666666666666
40800,42,70.0,70.0,0.0,0.9998853469797959,0.9998962833389908,0.9999208705172032,0.9759982045665835,0.9783105039260487,0.9840633061261977,1.0509858478219973,1.0488380729532307,1.0439030526842483,1.0480991180416022,1.0471431711758121,1.04167326751904,1.0480991171958123,11.333333333333334
41400,31,45.0,70.0,25.0,0.9998867759784595,0.9998976657528328,0.9999222762779243,0.976304905220902,0.9786066726478622,0.9843667555944215,1.0514271179327863,1.049263007808697,1.0443311415133876,1.0485416189155108,1.0475687880994786,1.0421022640239153,1.0485416180700782,11.5
42000,30,-25.0,0.0,25.0,0.9998907547378776,0.9999015397214651,0.9999262180742484,0.977158697796747,0.9794370579063977,0.9852174467662365,1.0526560652976735,1.0504549674315335,1.045531757055974,1.0497698649917808,1.0487643761255627,1.0433050451674044,1.0497698641464568,11.666666666666666
42600,27,20.0,70.0,50.0,0.9998880781357685,0.9998988892801943,0.9999234206271446,0.976581929453157,0.9788754572767491,0.984592865477997,1.0518258557393174,1.0496487893503885,1.0385661821000038,1.0489491789544019,1.0479536774644658,1.036319528763154,1.048949178109298,11.833333333333334
43200,34,90.0,140.0,50.0,0.9998840880197205,0.9998950159972854,0.9999195212231194,0.9757254680035224,0.9780455611297463,0.9837511624910867,1.0505932369526112,1.0484584444839347,1.037385737876354,1.0477131269658932,1.0467614071717664,1.0351365740599914,1.0477131261197932,12.0
43800,43,-50.0,0.0,50.0,0.9998921628322219,0.9999029222506685,0.9999276258049312,0.9774607973750992,0.9797335973450562,0.9855211794534567,1.0530910877177018,1.050880816175301,1.0459605869630995,1.0502028379417483,1.0491922533493814,1.0437344753450208,1.0502028370960752,12.166666666666666
44400,38,0.0,0.0,0.0,0.9998893408359727,0.9999001538158645,0.9999248065771911,0.9768553632214072,0.979139830007029,0.984912910991727,1.0522193519575902,1.0500282239539835,1.0451018526854015,1.0493352224627785,1.0483355554915947,1.0428745088185054,1.0493352216178051,12.333333333333334
45000,29,70.0,70.0,0.0,0.9998853476349192,0.999896283711551,0.9999208709222537,0.9759983462201688,0.9783105816727271,0.9840633953482093,1.0509860508908417,1.0488381829335718,1.0439031794806855,1.048099327460686,1.047143281433844,1.0416733976017774,1.0480993266148975,12.5
45600,38,-50.0,0.0,50.0,0.9998921585991867,0.9999029196276105,0.9999276226240121,0.977459876340762,0.9797330377762417,0.985520472407201,1.0530897810367004,1.050880031577914,1.0459595971603528,1.0502015463843282,1.0491914367382635,1.0437334631002169,1.0502015455386557,12.666666666666666
46200,45,160.0,210.0,50.0,0.9998802119616962,0.9998913178087644,0.9999158211783932,0.974896104145184,0.9772467679314085,0.9829733612583507,1.0494010208161344,1.0473126745166212,1.0423662123331243,1.0465098229382432,1.0456153163078201,1.0401331389244808,1.0465098220911566,12.833333333333334
46800,40,45.0,70.0,25.0,0.9998867630467786,0.9998976579325377,0.9999222675964168,0.9763021195520866,0.9786050402320217,0.9843648582475124,1.051423114031764,1.049260679563349,1.0443284345021,1.0485374971242358,1.0475664456608877,1.042099488298091,1.0485374962787712,13.0
47400,38,70.0,70.0,0.0,0.9998853408806293,0.9998962796475865,0.9999208664057329,0.9759968904377138,0.9783097331866061,0.9840624073054728,1.0509839599294262,1.048836974065701,1.0439017712400998,1.0480971745815797,1.0471420654196317,1.0416719534875774,1.0480971737357745,13.166666666666666
48000,38,210.0,210.0,0.0,0.9998773771138373,0.9998885735317486,0.9999130315294427,0.9742877017409309,0.9766588965444443,0.982371233394816,1.0485266671068534,1.0464701864982475,1.0415177330002607,1.0456330722684757,1.0447714747563628,1.0392828840226465,1.0456330714206914,13.333333333333334
48600,39,45.0,70.0,25.0,0.9998867644937626,0.9998976589708274,0.9999222685792357,0.9763024222797698,0.9786052533355564,0.9843650611050596,1.0514235625422546,1.0492609941739197,1.0443287388019888,1.0485379547395293,1.047566762709435,1.0420997977528563,1.0485379538940673,13.5
49200,44,210.0,210.0,0.0,0.9998773534688701,0.999888616923611,0.9999131973351519,0.9742984114409634,0.9766708721115859,0.9824010185453599,1.054548102701074,1.0464901570380947,1.041558900493131,1.0516586770398964,1.0447896088515738,1.0393248560406931,1.0516586761930524,13.666666666666666
49800,37,325.0,350.0,25.0,0.999870885444657,0.999882288681915,0.9999066439497658,0.972894510195169,0.9753126663396777,0.9809925597995238,1.0465259095105983,1.0445423008418226,1.039576382662569,1.043626842334389,1.0428404848424981,1.0373374772924615,1.0436268414850132,13.833333333333334
50400,30,140.0,140.0,0.0,0.9998813613441517,0.9998924253065521,0.999916948082954,0.9751428069721959,0.9774839831317075,0.9832166431032954,1.0497556494383187,1.0476527086411798,1.0427091422931802,1.0468655409730532,1.0459559055789753,1.0404768556317905,1.0468655401262807,14.0
51000,28,210.0,210.0,0.0,0.9998773934473177,0.9998885829627613,0.9999130424714593,0.9742912426194695,0.9766608721627477,0.9823736534951677,1.0485317170463333,1.0464729759036835,1.0415211443499253,1.0456382804563047,1.0447742795093367,1.0392863879954166,1.0456382796085635,14.166666666666666
51600,35,90.0,140.0,50.0,0.999884199829701,0.999895175567003,0.9999197436841362,0.9757519889074423,0.9780731954048627,0.983820053292722,1.0506316832306482,1.0484976712348433,1.0435599514473912,1.047743920317184,1.0468022186667563,1.041329411633762,1.0477439194710951,14.333333333333334
52200,48,205.0,280.0,75.0,0.9998776422133977,0.9998888961469939,0.9999134812563063,0.9743603536658576,0.9767307194912026,0.9824622701971871,1.0546376199110765,1.0465758815088502,1.0416452432131542,1.0517477592981948,1.0448757928281114,1.039411352766305,1.05174775845128,14.5
52800,38,140.0,140.0,0.0,0.9998813613441614,0.9998924253065576,0.9999169480829594,0.9751428069743411,0.9774839831328064,0.983216643104555,1.0497556494413884,1.0476527086427267,1.0427091422949648,1.0468655409762249,1.0459559055805216,1.0404768556336228,1.0468655401294522,14.666666666666666
53400,32,115.0,140.0,25.0,0.9998827911701039,0.9998938063116104,0.9999183526819773,0.9754496881988787,0.977779811204379,0.9835198488784845,1.050196890546932,1.0480768692083253,1.0431366243832418,1.04730806313986,1.0463807527018356,1.0409052745839236,1.0473080622934583,14.833333333333334
54000,33,210.0,210.0,0.0,0.9998773881315961,0.9998885799035846,0.9999130389045316,0.9742900895946995,0.9766602310010587,0.9823728636852445,1.0485300736398124,1.046472071404236,1.041520032179998,1.0456365853020855,1.0447733700639983,1.0392852454447332,1.0456365844543305,15.0
54600,38,230.0,280.0,50.0,0.999876220749123,0.9998875151743457,0.9999120786404527,0.9740554063529326,0.9764346680795567,0.9821596827157344,1.0541969739884585,1.0461518644273793,1.0412188213135902,1.0513092162952193,1.0444496271429269,1.0389842579099962,1.0513092154486567,15.166666666666666
55200,38,135.0,210.0,75.0,0.9998815403198744,0.9998925390847148,0.9999170286590541,0.9751786476906484,0.9775148582740363,0.9832131822280951,1.049806640275896,1.047697617814001,1.0366316373840474,1.0469244277711354,1.0459993550431725,1.0343809219444982,1.0469244269244231,15.333333333333334
55800,40,185.0,210.0,25.0,0.9998787901944045,0.9998899427086211,0.9999144231266012,0.9745909674743759,0.9769522059738156,0.9826715938300452,1.0489624518598046,1.0468904887561938,1.0419409263046817,1.046070023672206,1.045192449671394,1.0397069465196538,1.0460700228247624,15.5
56400,34,140.0,140.0,0.0,0.9998813611984639,0.9998924252038897,0.9999169479837412,0.9751427760571989,0.9774839617504266,0.9832166221600251,1.0497556043288454,1.0476526776723547,1.042709111624682,1.0468654948847078,1.045955874384548,1.0404768244233538,1.0468654940379352,15.666666666666666
57000,35,90.0,140.0,50.0,0.9998841942019246,0.9998951722790529,0.9999197399163419,0.9757507702835706,0.9780725066735327,0.9838192216064323,1.0506299416320986,1.0484966966411666,1.043558775699506,1.0477421247341716,1.0468012386209693,1.041328204401714,1.047742123888068,15.833333333333334
57600,40,160.0,210.0,50.0,0.99988022857155,0.9998913274521427,0.9999158322991122,0.9748997025530879,0.9772487876194916,0.9829758180351204,1.0494061581779444,1.0473155295435708,1.0423696806394886,1.0465151204454533,1.0456181872462775,1.0401367008199933,1.04651511959841,16.0
58200,39,255.0,280.0,25.0,0.9998748166183711,0.999886146038227,0.9999106896304613,0.9737541907554436,0.9761411271995448,0.9818600652948293,1.0537617968667825,1.0457315145119792,1.0407966995931066,1.0508760859726818,1.0440272426333281,1.0385615398499635,1.050876085126468,16.166666666666668
58800,34,280.0,280.0,0.0,0.9998735871179331,0.9998846666342543,0.9999093783295473,0.9734865527266061,0.9758353600068926,0.9815813589731177,1.0533722548344662,1.0513197185201903,1.0404054054158665,1.0504897168917258,1.0496289671049694,1.0381633672089834,1.0504897160458238,16.333333333333332
